Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
44:55.9,45.4,128.8,89.2,0,84415,27549,18,5,249,110828,20,25
44:57.3,45.4,127.4,88.3,0,72284,21827,30,7,337,114191,20,25
44:58.8,44.9,124.2,87.7,0,119868,25918,13,7,278,117893,20,25
45:00.1,52.8,96.1,71.6,0,87478,36349,22,6,271,122222,20,25
45:01.2,63.4,64.7,47.5,0,30438,652,6,6,502,123164,20,25
45:02.3,54.9,87.3,66.2,0,84796,19479,16,6,282,124489,20,25
45:03.5,53.6,95.1,71.7,0,123817,42699,18,6,236,128879,20,25
45:04.6,54.1,91.8,68.2,0,97220,42842,22,6,237,134122,73,81
45:05.8,53.9,94.4,69.9,0,98376,47192,24,5,229,139381,73,81
45:07.0,53.8,94.2,69.1,0,111515,47420,23,6,244,144806,73,81
45:08.1,55.2,90.9,62.9,0,99174,50725,30,7,258,150741,73,81
45:09.3,54.8,92.4,65,0,123960,52237,22,6,205,156571,73,81
45:10.5,54.2,92.1,65.5,0,109066,51434,26,6,268,162449,73,81
45:11.7,54.2,92.8,66.1,0,101755,51595,29,6,248,168310,73,81
45:12.9,53.8,92.9,67.2,0,100061,50744,27,6,229,174152,73,81
45:14.1,53.2,95.5,39.7,0,24349,46252,100,10,704,179963,73,81
45:15.2,53.5,105.3,50.8,0,47693,32739,73,20,1233,184175,73,81
45:16.4,53,103.1,49.2,0,28724,29578,76,22,1270,187500,73,81
45:17.6,221.3,46.6,2.6,2,125238,21511,15,11,1085,189244,73,81
